title,price,sqm,rooms,postcode
hofseitige 2-zimmer wohnung nächst augarten!,865,70,2,1020
erster monat mietzinsfrei - provisionsfrei für den mieter einziehen und aufleben im wohngarten,797.56,48,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,798,48,2,1110
gut angebundene 2-zimmer-wohnung in wieden,825,53,2,1040
provisionsfrei - erstbezug - 2 zimmergartenwohnung im sonnwendviertel!,939.99,49,2,1100
franz joseph - provisionsfrei für den mieter - smarte terrassenwohnung beim helmut zilk park,860,42,2,1100
2 zimmer mietwohnung nähe wienerberg,762.6700000000001,53,2,1100
2-zimmer wohnung zentral in kaisermühlen + in 15 minuten in der inneren stadt +,1149,61,2,1220
schöne dachgeschosswohnung mit terrasse beim park,2496.15,143,5,1180
"klassische, helle altbauwohnung /// nähe rudolfspark",1610,105,3,1010
"ihre neue dach-traumwohnung, 3,5 zimmer, erstbezug, erstklassige ausstattung, neubau, luxuriös + dachterrasse und 3x garage",2590,88,3,1130
traumhafte 2 zimmeraltbauwohnung,1498.99,60,2,1010
vollmöblierte 2 zimmerwohnung in traumhafter lage,1498.99,61,2,1010
extravagante und sehr exklusive terrassen-maisonette im zentrum,2400,106,3,1010
3-zimmerwohnung zur miete,1146.01,91,3,1120
erster monat mietzinsfrei - provisionsfrei für den mieter einziehen und aufleben im wohngarten - das grüne herz simmerings,797.3399999999999,48,2,1110
dachgeschoßmaisonette mit balkon,1391.5,108,4,1230
design furnished apartment // design-möblierte altbau-wohnung,1989.9,90,3,1190
provisionsfreie gartenwohnung mit zwei zimmern zu top preis! bestens angebunden!,948.99,51,2,1210
provisionsfrei: tolle 2-zimmer-wohnung mit balkon an der alten donau! ab dezember bezugsfertig!,848.99,48,2,1210
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,699,43,2,1200
schöne 2 zimmerwohnung mit balkon im 14. bezirk! provisionsfrei für den mieter,889.9,47,2,1140
schöne 2-zimmer-wohnung mit neuer küche,764.2900000000001,65,2,1110
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,699,38,2,1200
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,1269,61,3,1200
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,1269,62,3,1200
ruhige lage und trotzdem gut angebunden (u2 aspern): provisionsfreier neubau mit 2 zimmern & balkon!,760,39,2,1220
"wunderschöne 4-zimmer dg-wohnung mit dachterrasse und galerie, nähe votivkirche",3713.17,210,4,1090
"großzügige 3-zimmer wohnung mit terrasse in toplage, nähe stephansplatz",5432.72,123,3,1010
perfekte aufteilung für provisionsfreie 3-zimmer-wohnung an der alten donau! erstbezug!,1198.99,73,3,1210
einzigartige erstbezugswohnung mit 2 zimmern mit bester anbindung und schöner lage! provisionsfrei!,968.99,56,2,1210
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,849,46,2,1200
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,799.38,45,2,1220
"perfekt aufgeteilte, helle 2-zimmer wohnung mit loggia in döbling",749,49,2,1190
extravagante maisonette mit zwei terrassen *hofseitige ruhelage* nähe leopoldauer platz,1500,130,3,1210
penthouse mit terrassen und traumblick über wien!,5050,185,4,1190
provisionsfrei für den mieter - moderne 2-zimmerwohnung mit loggia,847,47,2,1140
charmante altbauwohnung mit besonderem flair in der wiener innenstadt,2015.25,93,3,1010
effiziente und bestens ausgestatte 2 zimmer wohnung in favoriten!,650,37,2,1100
traumaussichten im 33. stock! provisionsfrei,850.2800000000001,55,2,1100
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,699,39,2,1200
erstbezug: 64m dg-wohnung + 10m terrasse mit fernwärme u. klima - 1200 wien,1018.24,64,2,1200
erstbezug: 56m dg-wohnung + 14m terrasse mit fernwärme u. klima - 1200 wien,914.6,56,2,1200
provisionsfrei: erstbezugswohnung mit 2 zimmern und balkon! an der donauinsel und u6!,928.99,51,2,1210
3 zimmer wohnung mit balkon komplett möbliert! koffer packen und einziehen!,1400,83,3,1190
der ballon - provisionsfrei für den mieter - ankommen und abheben - erstbezug - naturnahes wohnen nahe der seestadt aspern,756.42,56,2,1220
günstige garconniere nähe hackinger schlosspark! - lainzer tiergarten!,498.77,31,1,1130
sanierte 3-zimmer mit balkon an der u4 ii separate küche ii wintergarten ii jugendstilhaus ii nähe u4 braunschweiggasse und schönbrunn,1395,118,3,1140
wg-geeignete 3-zimmerwohnung im 6.bezirk! gfrornergasse 13/2,880.04,69,3,1060
1040 wien-nähe belvedere: wunderbare dachgeschoss-maisonette mit fernblick,2988.34,150,3,1040
charmante altbauwohnung - komplett ausgestattet,799,53,2,1050
klassische altbauwohnung,1602.76,110,3,1010
"investieren sie in eigentum - ab 1350 monatlich! erstbezug mit 10m balkon, 3 zimmer, ruhige lage, 1110 wien",1350,84,3,1110
wg-geeignete 3 zimmer wohnung in 1140 wien,980,75,3,1140
"erstbezug, neue wärmepumpe - schöne wohnung mit garten - erstbezug/u6/nähe euro plaza",1047.31,55,2,1120
helle 1 zimmer wohnung,589.62,45,1,1190
"ruhige, gemütliche wohnung- sofort bezugsfertig!!",696.74,50,1,1100
möblierte maisonette dachgeschoßwohnung mit dachterrasse nahe des börseplatzes,7500,188,3,1010
"moderne 3 zimmer wohnung in meidling, all-in miete (provisionsfrei)",990,47,NA,1120
provisionsfreier erstbezug! wohnung mit großzügiger loggia und toller aussicht,799,54,2,1140
moderne 2-zimmer-neubauwohnung direkt im herzen von stammersdorf,735.08,45,2,1210
ruhige 2 zimmer mit balkon! hofseitig! nähe hbf!,893.65,50,2,1100
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,699,35,2,1200
urban gelegene 2-zimmer wohnung mit balkon nähe bahnhof floridsdorf!,899.12,45,2,1210
2-zimmer wohnung mit balkon zu vermieten! trendiges wohnen für jedermann!,895.11,47,2,1210
singlehit in hofruhelage! zentrale pelletsheizung!!!,965.26,40,2,1160
2-zimmer erstbezug mit westlicher ausrichtung,699,37,2,1160
quartier the marks - helio tower! 84 m2 große 2 zimmer wohnung im 28. stockwerk zu vermieten! immobilienquartier,1680,84,3,1030
traumhaft ausgestattete 2-zimmer-wohnung mit balkon im erstbezug,850,46,2,1160
unbefristete terrassenwohnung top 13,1027.97,56,2,1160
sonnige und ruhige 2-zimmerwohnung mit balkon,798.62,37,2,1130
"++neu++ helle 1,5-zimmer wohnung, guter grundriss!",540,36,1,1220
++perfekte singlewohnung mit einbauküche in ruhelage++,549.98,35,1,1190
nette gartenwohnung,950.01,45,2,1180
lakeside loftapartment mit ostseitigem balkon,1231.6499999999999,82,3,1220
nette 2-zimmerwohnung mit terrasse im herzen des 7. bezirkes,999.99,58,2,1070
3 zimmer wohnung mit großzügigen balkon in ruhelage,1141.21,67,3,1100
"4 rooms, terrace, garage, near vic",2315.18,90,4,1020
lakeside 2-zimmer-wohnung mit ostbalkon,973.56,68,NA,1220
wohnungshit: 2 zimmerwohnung im 3. bezirk mit loggia!,999.62,52,2,1030
"""abgebergestützt provisionsfrei für den mieter - familienwellness""",1950,135,4,1220
modernes wohnen in ruhiger lage beim servitenviertel,942.49,51,2,1090
ab sofort: gepflegte gut aufgeteilte 2-zimmer wohnung in beliebter lage // rathaus // uni-wien nähe,849.23,57,2,1080
| 5-zimmer | altbau | kamin | ab sofort | paulanergasse | wieden | separate küche,2348.07,188,5,1040
"**** mitten in der stadt *** 78,54 m² 2-zimmer wohnung - ruhelage - 1080 wien ***",759.62,79,2,1080
*** urlaubsgefühle an der neue donau ** blick über wien ** nahe zu u1- kaisermühlen-vic ** 25. stock **,676.4599999999999,35,1,1220
terrassenwohnung = dornbacher straße = 2-zimmer = nähe kongreßpark,773,57,2,1170
helle ruhelage = hofseitig = neue moderne küche = nahe bahnhof liesing,798.4,61,2,1230
nähe krankenhaus nord! schöne neubauwohnung mit 4 zimmer!,1098,92,4,1210
optimale 2-zimmer-neubauwohnung mit balkon im grünen stammersdorf,740.4,46,2,1210
lemonie: geräumige 2 zimmer neubauwohnung mit balkon - erstbezug!,1064.6,59,2,1160
großzügige 5-zimmer-wohnung am modenapark zu mieten in 1030 wien,2795,200,5,1030
"helle, freundliche zwei-zimmer-wohnung im 4. liftstock",850,65,2,1160
lakeside 2 zimmer-wohnung,789.37,56,2,1220
"großzügige 4-zimmer wohnung mit garten, nähe schönbrunn",1614.72,123,4,1120
vollmöblierte gartenwohnung mit blick auf die weinberge!,8300.9,222,5,1190
erstbezug 1 monat mietfrei!,1199.99,76,3,1110
erstbezug! 3-zimmer mit balkon & pool,1797.98,77,3,1190
3 zimmer terrassenwohnung in ottakring,963.6800000000001,64,3,1160
modern & grosszügig mit extras,1990,98,3,1100
zentral & grosszügig - ideal für familien,2450,172,5,1040
luxuriös und doch gemütlich auf der schmelz mit süd-balkon und blick über wien!,790,50,2,1150
erstbezug-2-zimmer mit ostbalkon: ziegelhofstraße!,749.01,48,2,1220
helle und großzügige altbauwohnung - ruhelage,594.8599999999999,62,2,1140
dachterrassen-maisonette nähe bennoplatz - 3d tour verfügbar!,2800,165,4,1080
"*pauschal miete* dachgeschoss luxus-neuwertig, 3 zimmer, west-terrasse 19,37 m , pauschale allinklusiv miete, maßeinbau-küche, zugfreie deckenkühlung, fbh, alarmanlage, garage, lift, barrierefrei*",1700,88,3,1170
gartenwohnung nähe augarten am sachsenplatz,899.7900000000001,41,2,1200
2-zimmer wohnung im obersten stock mit balkon! parkplatz im haus vorhanden!,898.19,58,2,1140
"***neu*** sensationelle 2-zimmer neubauwohnung mit garten u. terrasse, ruhelage im hof!!!",948.98,49,2,1220
| 2 zimmer | separate küche | grünblick | penzing | ab sofort | ruhelage | durchdachter grundriss,933.19,53,2,1140
"klimatisierte, helle 2-zimmer dachgeschoßwohnung mit balkon",782.8,50,2,1210
moderne zwei-zimmer-dachgeschossmaisonette mit tollen freiflächen direkt im zentrum - miete in 1010,2695,123,2,1010
"18., perfekt aufgeteilte 2-zimmer wohnung in super infrastruktureller lage!",916.3299999999999,47,2,1180
charmante balkonwohnung mit 2 zimmern beim gersthofer platz - optimale verkehrsanbindung,939.3,48,2,1180
perfekt aufgeteilte 2-zimmer wohnung mit balkon im 3. bezirk,969.6800000000001,56,2,1030
"hofseitige 2 zimmer terrassen wohnung, gleich bei u6 am schöpfwerk!",859,57,2,1120
exklusives tiny home - raumwunder in toplage,576,27,1,1040
"großzügige, teilmöblierte altbauwohnung mit 3 1/2 zimmern **unbefristete miete** 360 tour",953.8199999999999,89,3,1160
schöne altbauwohnung in toplage im vii. bezirk,830.01,60,2,1070
klassisches altbauapartment zwischen mq und mariahilfer straße,1502.93,87,3,1060
:::klassische altbauwohnung in jahrhundertwendehaus sehr guter grundriss und toplage:::,1704.6699999999998,121,4,1060
"helle 3 zimmer, nahe u6 niederhofstraße",999.61,95,3,1120
"""enjoy living in ensemble""",971.99,53,2,1030
2. bezirk ! nähe innenstadt - wohnung oder büro mieten !,1146.1899999999998,50,1,1020
wohnen im historischen gebäude mitten in grinzing,649,50,2,1190
ab 1.3.23: außergewöhnliche helle 3 zimmer dachgeschoss-wohnung mit terrasse!,1748.04,94,3,1030
"ruhige 4-zimmer wohnung, nähe mariahilfer straße/ u6 gumpendorferstraße, unbefristet",900,77,4,1150
"hofseitige wg geeignete wohnung , nicht provision auslösend, unbefristet",794.13,49,2,1200
charmante 3 zimmer apartment mit separater küche,1195,66,4,1020
all in miete nähe rochusmarkt,1393.8,44,2,1030
votivkirche.universitäten.hell. neue heizung/therme,1376.51,74,3,1090
weitblick fitness all.inkl,2500,62,2,1100
dachgeschoss.terrasse.hell,1676.99,124,3,1210
"07., schöne 2-zimmer-wohnung mit balkon in bester lage!",809.15,38,2,1070
perfekt aufgeteilte 2-zimmer wohnung im 5. wiener gemeindebezirk!,865.06,70,2,1050
"nicht provision auslösende , unbefristete 2 zimmerwohnung",703.11,46,2,1200
+ + neu + + provisionsfrei + + gemütliche 2-zi-wohnung in ruhiger lage + loggia + sehr gute verkehrs,823,50,2,1200
"sehr schöne, komplett sanierte altbauwohnung beim graben",2500,130,4,1010
erstbezug- helle 2 zimmer-wohnung in toplage,995.14,57,2,1060
erstbezug- helle 2 zimmer-wohnung in toplage,1046.23,57,2,1060
erstbezug- helle 2 zimmer-wohnung in toplage,1091.43,59,2,1060
erstbezug- helle 2 zimmer-wohnung in toplage,1093.98,55,2,1060
"63m2-2-zimmerwohnung nähe hugo wolf park , 1190 wien",822.98,63,2,1190
***vorkaufsrecht - wohlfühlwohnung mit terrasse und garten***,1664.28,71,2,1190
"wg geeignete 2 zimmerwohnung mit heller küche, nicht provision auslösend, unbefristet",768.54,45,2,1100
provisionsfrei! - perfekt aufgeteilte wohnung für pärchen - nahe millenium city,825,43,2,1200
provisionsfrei - wohnung mit perfektem grundriss und freifläche in den süden gerichtet,990,62,3,1210
2 zimmer wohnung in absoluter ruhelage | zellmann immobilien,750,63,2,1230
ab mai 2023 | schöne und helle 2-zimmer-neubauwohnung (we20106),719,46,2,1200
traumaussicht im 25.stock ii traumwohnung mit großzügigem balkon,1539,52,2,1030
großzügiges dachgeschoss-apartment mit terrasse in strebersdorfer ruhelage,992.72,64,2,1210
(provisionsfrei) anmietung von 5 wohneinheiten in traumhaften ottakringer zinshaus,2800,284,NA,1160
moderner dg-traum mit großer terrasse,1023.38,65,2,1090
16.römergasse erstebezug! 2-zimmer topneubau in wilhelminenberg nähe,875,50,2,1160
frisch renoviert & provisionsfrei | 2-zimmerwohnung in der wallgasse,843,59,2,1060
/ 2 zimmer / loggia / u-bahn nähe / nach innenhof ausgerichtet / gute aufteilung,831.2,54,2,1100
| dachterrasse | 3 zimmer | sofort beziehbar,1699.98,90,3,1140
rarität: ruhige 6-zimmer-wohnung inkl. hofseitigem garten zu mieten in 1090 wien,6532.91,344,6,1090
helle zwei zimmerwohnung mit balkon,799,45,2,1160
"ruhige 3 zimmer wohnung, 2er wg geeignet",895.4,70,3,1180
"vorankündigung 8., außerordentlich charmante maisonette! frei ende 2/2023",2911.8700000000003,145,4,1080
2- zimmer wohntraum mit französischen fenstern im herzen des 3. bezirks,736.15,44,2,1030
"neu! ++ gartenwohnung ++ 3 zimmer ++ terrasse ++ baujahr 2020 ++ erholungsgebiet laaer wald, parkanlage löwygrube, böhmischer prater sowie kurpark oberlaa ++",899,49,3,1100
ruhige 2-zimmerwohnung nahe u4 schönbrunn-,739,63,2,1150
iu - helle 2-zimmer wohnung mit balkon,979.4499999999999,53,2,1030
iu 3-zimmer maisonette-wohnung mit terrasse und garten,1691.01,81,3,1030
möblierte altbauwohnung 1.stock ohne lift,680,59,2,1190
spallartgasse - erstbezug | 2-zimmer-neubauwohnung mit loggia,797.9,47,2,1140
dg-penthouse mit blick über wien - erstbezug im trendviertel margareten!,1500,64,NA,1050
iu - schöne 2-zimmer wohnung mit balkon,968.81,50,2,1030
terrassenmaisonette - nähe servitenviertel,1195,58,2,1090
tolles loft | provisionsfreie mietwohnung mit blick auf die innenstadt,999,64,1,1100
blick auf die oper - 5 zimmer wohnung auf der kärntner strasse,3905,175,5,1010
"schöne und helle 3 zimmer altbauwohnung mit grünblick, parkblick und fernblick",1430,110,3,1180
ohne provision: schöne cottage-wohnung in althietzing,850,57,2,1130
schöne 2-zimmerwohnung mit südbalkon (neubau),990,57,2,1140
2-zimmer neubau-wohnung mit balkon,855,49,2,1160
provisionsfreie wohnung - erstbezug - nähe kagraner platz,1226.5,81,3,1220
"provisionsfrei, 3 zimmer, erstbezug nach renovierung, neue küche, neues bad, beste infrastruktur",1090,87,3,1140
dachterrassen wohnung mit blick auf schönbrunn,1200,66,2,1140
"provisionsfrei! zentral begehbare 3-zi-whg, hofseitige und ruhige lage, 3. liftstock",815,63,3,1160
charmante dachwohnung mit terrasse im alten teil von meidling,770,60,2,1120
wunderschöne vollmöblierte wohnung mariahilferstrasse-nähe!,698,50,2,1150
ruhige 2-zimmer-wohnung im cottageviertel,600,49,2,1180
ruhige 2-zimmer-wohnung im cottageviertel,600,49,NA,1180
provisionsfreie zentral begehbare zweizimmerwohnung zu mieten,780,58,2,1230
erstbezug - altbauwohnung,3499.1,157,5,1010
lichtdurchflutetes apartment in top-grünruhelage,1840,114,4,1180
kompakte starterwohnung im zentrum von favoriten,560,31,1,1100
unbefristet! provisionsfrei! helle 3-zimmerwohnung mit loggia!,1091.35,77,3,1100
2-zimmerwohnung mit weitblick! lerchenfelder gürtel 14 - top 25,758.3299999999999,47,2,1070
urban living - erstbezug im 28 stock,1200,54,2,1030
"wunderschöne, moderne 2 zimmer gartenwohnung im 5. bezirk",894.7,52,2,1050
terrassentraum einzigartige 3 zimmer wohnung direkt am naschmarkt zu vermieten! - jetzt zuschlagen,1748.49,100,3,1060
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei! - jetzt zuschlagen,1498.42,67,3,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei! - jetzt zuschlagen,1299.46,67,3,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei. - wohntraum,774.98,42,2,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei. - wohntraum,774.7800000000001,44,2,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei - jetzt anfragen,875.06,56,2,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei! - jetzt zuschlagen,798.63,47,2,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei! - jetzt zuschlagen,775.2,41,2,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei. - wohntraum,825.55,45,2,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei! - jetzt zuschlagen,875.7,50,2,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei - jetzt anfragen,875.51,49,2,1220
provisionsfrei! unbefristet wohnen in ruhiger lage nahe der seestadt! aktion! 1 monat mietzinsfrei! - jetzt zuschlagen,874.87,48,2,1220
